epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,1330.19,1.40728,1.9978,1.23221,1.14512,0.47038,0.55309,0.42344,0.21076,0.38025,0.51574,0.41613,0.19578,1.86379,3.11783,2.05745,1.43755,0.000618489,0.000618489,0.000618489
90,1345.18,1.40094,1.97545,1.2232,1.14359,0.37442,0.46104,0.41944,0.19705,0.28425,0.38134,0.36145,0.17683,1.94177,3.47419,2.23313,1.51937,0.000615301,0.000615301,0.000615301
91,1360.08,1.42127,1.98448,1.22663,1.15407,0.35842,0.51551,0.45465,0.25648,0.39708,0.5583,0.4439,0.20892,1.85209,2.94786,2.06373,1.43456,0.000612088,0.000612088,0.000612088
92,1374.93,1.38266,1.96303,1.21048,1.13628,0.70831,0.43452,0.48899,0.25968,0.48129,0.3671,0.42778,0.20103,1.93439,2.8944,2.07435,1.50489,0.000608851,0.000608851,0.000608851
93,1389.76,1.39745,2.00673,1.2249,1.14949,0.42505,0.54089,0.47621,0.27221,0.39962,0.52036,0.46274,0.22463,1.84625,2.79007,2.05046,1.51316,0.00060559,0.00060559,0.00060559
94,1404.53,1.41598,1.99606,1.20939,1.13673,0.5322,0.49468,0.47641,0.24266,0.55715,0.52484,0.52106,0.21761,1.86912,2.85779,1.99358,1.48859,0.000602305,0.000602305,0.000602305
95,1419.31,1.41844,1.97569,1.20778,1.13804,0.37312,0.5302,0.45904,0.22187,0.38181,0.47469,0.44484,0.22419,1.81014,2.80807,2.19597,1.45397,0.000598996,0.000598996,0.000598996
96,1434.04,1.39833,1.91355,1.21459,1.14405,0.48382,0.51721,0.50683,0.27715,0.4721,0.50482,0.501,0.26089,1.86587,3.25311,1.83899,1.45729,0.000595665,0.000595665,0.000595665
97,1448.77,1.37842,1.97406,1.20119,1.13454,0.51916,0.52268,0.49788,0.24168,0.47883,0.49808,0.45273,0.2365,1.83189,2.93009,2.2146,1.39075,0.00059231,0.00059231,0.00059231
98,1463.56,1.39614,1.98583,1.19435,1.12767,0.56154,0.42315,0.41398,0.24051,0.53956,0.49529,0.45732,0.25508,1.81996,2.91264,2.26177,1.43399,0.000588933,0.000588933,0.000588933
99,1478.37,1.37503,1.95799,1.16226,1.12812,0.58821,0.3412,0.44231,0.21681,0.56179,0.46524,0.48598,0.2382,1.95593,2.81072,2.3178,1.48106,0.000585535,0.000585535,0.000585535
100,1493.14,1.39483,1.92679,1.19905,1.13905,0.5045,0.46173,0.48613,0.24793,0.53149,0.46084,0.48548,0.26224,1.82116,3.05504,2.21597,1.4138,0.000582114,0.000582114,0.000582114
101,1507.85,1.36973,1.89183,1.17553,1.12153,0.45675,0.58735,0.47908,0.26767,0.44295,0.57346,0.54462,0.24747,1.74222,3.17776,2.01119,1.40668,0.000578672,0.000578672,0.000578672
102,1522.5,1.33888,1.91339,1.14365,1.11233,0.42034,0.51607,0.49488,0.23916,0.36104,0.51467,0.48712,0.22683,1.75716,3.09825,2.27065,1.44025,0.00057521,0.00057521,0.00057521
103,1537.28,1.34851,1.92532,1.14121,1.12246,0.46615,0.40648,0.46444,0.26381,0.45855,0.4022,0.48156,0.24656,1.9248,3.1048,2.17692,1.58039,0.000571727,0.000571727,0.000571727
104,1552.01,1.37217,1.85761,1.13359,1.12817,0.39716,0.54262,0.47167,0.24744,0.38606,0.50096,0.46992,0.23492,1.85441,2.99083,2.14097,1.48234,0.000568224,0.000568224,0.000568224
105,1566.76,1.36109,1.93236,1.14322,1.11504,0.49004,0.43921,0.42882,0.21322,0.40383,0.39492,0.39812,0.21046,1.90074,2.8749,2.40118,1.48696,0.000564701,0.000564701,0.000564701
106,1581.51,1.34759,1.86003,1.13025,1.10874,0.36381,0.53063,0.43317,0.21063,0.37808,0.52006,0.43445,0.20411,1.88611,2.94335,2.22049,1.45058,0.000561159,0.000561159,0.000561159
107,1596.3,1.33698,1.85394,1.13001,1.10967,0.52963,0.43704,0.51992,0.27149,0.53825,0.44498,0.50067,0.24887,1.82262,3.08605,2.16557,1.44494,0.000557598,0.000557598,0.000557598
108,1611.04,1.30308,1.89118,1.10127,1.10357,0.40849,0.55301,0.50354,0.2623,0.34569,0.49443,0.44845,0.22876,1.83911,3.26637,2.24942,1.48294,0.000554018,0.000554018,0.000554018
109,1625.78,1.32947,1.84683,1.11564,1.11125,0.57272,0.48695,0.54875,0.2638,0.47326,0.45605,0.53578,0.26142,1.78641,3.0599,2.00783,1.45475,0.00055042,0.00055042,0.00055042
110,1640.61,1.35714,1.86423,1.12382,1.12741,0.62848,0.37599,0.45792,0.2004,0.37076,0.45772,0.45941,0.23888,1.93346,3.1971,2.34034,1.50861,0.000546804,0.000546804,0.000546804
111,1655.49,1.31569,1.80311,1.08219,1.10433,0.54347,0.39383,0.41725,0.23474,0.53048,0.38272,0.41772,0.19771,1.86364,3.0502,2.35415,1.44979,0.000543171,0.000543171,0.000543171
112,1670.29,1.30027,1.8368,1.05573,1.09556,0.49826,0.47203,0.48502,0.26976,0.44541,0.44981,0.47932,0.2425,1.83275,3.15136,2.05333,1.43804,0.000539521,0.000539521,0.000539521
113,1684.98,1.3197,1.87897,1.09575,1.09985,0.49346,0.41266,0.47067,0.24459,0.49875,0.3956,0.44864,0.21943,1.89848,3.04251,2.16031,1.4349,0.000535855,0.000535855,0.000535855
114,1699.72,1.32754,1.85602,1.09452,1.11045,0.50398,0.46401,0.44337,0.22517,0.37755,0.41442,0.40648,0.20857,1.80537,3.23144,2.28977,1.41042,0.000532172,0.000532172,0.000532172
115,1714.5,1.30218,1.88417,1.06698,1.09139,0.49355,0.44958,0.41741,0.22839,0.64838,0.3688,0.41742,0.2261,1.91508,3.26754,2.31096,1.48129,0.000528473,0.000528473,0.000528473
116,1729.27,1.27772,1.8344,1.05616,1.09015,0.4018,0.46742,0.45626,0.23951,0.45571,0.41755,0.46101,0.23596,1.82097,3.10202,2.14649,1.41246,0.00052476,0.00052476,0.00052476
117,1744.11,1.31636,1.86878,1.10546,1.09193,0.68317,0.43233,0.49816,0.21729,0.66611,0.39915,0.46464,0.22169,1.91901,3.23172,2.44372,1.47664,0.000521031,0.000521031,0.000521031
118,1758.91,1.30466,1.8549,1.07441,1.09783,0.30023,0.45512,0.43546,0.2215,0.25474,0.47683,0.42561,0.22535,1.85011,2.82882,2.49075,1.45551,0.000517287,0.000517287,0.000517287
119,1773.68,1.30135,1.84764,1.05181,1.10321,0.455,0.50772,0.46248,0.25073,0.63752,0.39045,0.44094,0.22438,1.78919,2.79582,2.31154,1.43136,0.00051353,0.00051353,0.00051353
120,1788.51,1.2921,1.82621,1.04861,1.08975,0.48246,0.48191,0.44931,0.21316,0.41898,0.46906,0.43086,0.20163,1.90371,3.15705,2.5233,1.47134,0.000509758,0.000509758,0.000509758
121,1803.26,1.27623,1.8082,1.02748,1.08685,0.40257,0.60778,0.47017,0.22051,0.5041,0.41921,0.44323,0.1998,1.77835,3.17877,2.24146,1.46136,0.000505974,0.000505974,0.000505974
122,1818.15,1.28284,1.82619,1.03505,1.07075,0.6252,0.39043,0.39114,0.17242,0.65143,0.34405,0.35022,0.16105,1.94249,3.41354,2.48735,1.50528,0.000502176,0.000502176,0.000502176
123,1832.98,1.29703,1.83366,1.04316,1.08809,0.49847,0.47571,0.49432,0.25461,0.44425,0.48806,0.4989,0.23151,1.885,3.35237,2.36438,1.51964,0.000498366,0.000498366,0.000498366
124,1847.8,1.27855,1.80337,1.03902,1.08261,0.51337,0.46569,0.46201,0.24796,0.43856,0.48232,0.46927,0.22217,1.82151,2.90367,2.29628,1.43678,0.000494544,0.000494544,0.000494544
