epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,1471.05,1.2922,2.05549,1.36683,1.17219,0.55015,0.32638,0.29431,0.16067,0.32979,0.38237,0.28957,0.16424,1.91676,4.0076,2.69086,1.71553,0.000697821,0.000697821,0.000697821
86,1488.02,1.29142,2.05876,1.35898,1.18103,0.315,0.25757,0.2239,0.1193,0.18217,0.31495,0.1952,0.11606,2.06766,3.62858,2.83996,1.76716,0.000689437,0.000689437,0.000689437
87,1505.05,1.26081,1.95657,1.28147,1.14391,0.52237,0.35404,0.30009,0.18688,0.5114,0.34178,0.29961,0.17535,2.00202,3.23697,2.6584,1.71224,0.000681022,0.000681022,0.000681022
88,1522.35,1.29803,2.0501,1.3197,1.16758,0.40907,0.30845,0.29913,0.18902,0.42701,0.30244,0.28933,0.17277,1.92179,3.51756,2.68606,1.70264,0.000672577,0.000672577,0.000672577
89,1539.71,1.26547,2.0257,1.3044,1.17458,0.32539,0.30449,0.28457,0.14606,0.31307,0.32739,0.27464,0.13897,2.07894,3.73845,2.81879,1.80152,0.000664104,0.000664104,0.000664104
90,1556.72,1.18121,1.92245,1.30317,1.09995,0.31303,0.27537,0.26281,0.15216,0.29857,0.25443,0.23895,0.12457,2.05807,3.57479,2.70804,1.83672,0.000655607,0.000655607,0.000655607
91,1573.92,1.25742,2.0033,1.26431,1.16604,0.31975,0.38084,0.33565,0.19956,0.35086,0.3564,0.31454,0.16539,2.06182,3.5873,2.509,1.68694,0.000647085,0.000647085,0.000647085
92,1591.18,1.21369,1.85402,1.2669,1.11459,0.46861,0.33108,0.30503,0.1571,0.37183,0.30595,0.28092,0.15212,2.08974,3.41164,2.63549,1.68183,0.000638543,0.000638543,0.000638543
93,1608.37,1.29311,1.98666,1.27431,1.15171,0.60304,0.31853,0.2777,0.15354,0.30598,0.3137,0.25751,0.13909,1.99374,3.51872,2.56391,1.61416,0.000629981,0.000629981,0.000629981
94,1627.32,1.22769,1.99941,1.32097,1.11261,0.29808,0.26288,0.23587,0.14129,0.26392,0.29177,0.24915,0.12934,2.03832,3.37281,2.73035,1.68274,0.000621403,0.000621403,0.000621403
